A,B,C
450,306,51.93955297
450,318,52.03122489
450,330,52.1315869
450,342,52.24094322
450,354,52.35935399
450,366,52.48652665
450,378,52.62168694
450,390,52.76343526
450,402,52.90960587
450,414,53.05715073
450,426,53.20208759
450,438,53.33955336
450,450,53.46400815
450,462,53.56961293
450,474,53.65077011
450,486,53.7027616
450,498,53.72236882
450,510,53.70833829
450,522,53.6615693
450,534,53.58497869
450,546,53.48307538
450,558,53.36135583
450,570,53.22566024
450,582,53.08160909
450,594,52.93419724
450,606,52.78756078
450,618,52.64490244
450,630,52.50852797
450,642,52.37995513
450,654,52.26005244
450,666,52.14918325
450,678,52.04733782
450,690,51.95424626
450,702,51.86946821
450,714,51.79246219
450,726,51.7226367
450,738,51.65938791
450,750,51.60212149
450,762,51.55027114
450,774,51.50330594
450,786,51.4607359
450,798,51.4221139
450,810,51.3870346
450,822,51.35513322
450,834,51.3260817
450,846,51.29958778
450,858,51.27539044
450,870,51.25325621
450,882,51.23297834
450,894,51.21437266
462,6,50.30917467
462,18,50.31906104
462,30,50.32971048
462,42,50.34119646
462,54,50.35360172
462,66,50.36701817
462,78,50.38154859
462,90,50.39730846
462,102,50.41442675
462,114,50.4330478
462,126,50.45333502
462,138,50.4754703
462,150,50.49965816
462,162,50.52612885
462,174,50.55513978
462,186,50.58697873
462,198,50.62196761
462,210,50.66046511
462,222,50.70286693
462,234,50.74960955
462,246,50.80116945
462,258,50.85805972
462,270,50.92082614
462,282,50.99003601
462,294,51.06626111
462,306,51.1500534
462,318,51.24190757
462,330,51.34221003
462,342,51.45117222
462,354,51.5687432
462,366,51.69450646
462,378,51.82755878
462,390,51.96638627
462,402,52.1087465
462,414,52.25158869
462,426,52.39103781
462,438,52.52247922
462,450,52.64077385
462,462,52.74061537
462,474,52.81700402
462,486,52.86578356
462,498,52.8841478
462,510,52.87100863
462,522,52.82714608
462,534,52.75510104
462,546,52.65883729
462,558,52.54325143
462,570,52.4136347
462,582,52.27518211
462,594,52.13261464
462,606,51.98993972
462,618,51.85034667
462,630,51.7162083
462,642,51.58915255
462,654,51.47017566
462,666,51.35976659
462,678,51.2580297
462,690,51.16479034
462,702,51.0796868
462,714,51.00223772
462,726,50.9318982
462,738,50.86809752
462,750,50.81026671
462,762,50.75785491
462,774,50.71034349
462,786,50.66724965
462,798,50.62813007
462,810,50.59258223
462,822,50.56024159
462,834,50.53078018
462,846,50.5039049
462,858,50.47935319
462,870,50.45689061
462,882,50.43630868
462,894,50.41742166
474,6,49.51051905
474,18,49.52055097
474,30,49.53135777
474,42,49.54301423
474,54,49.55560393
474,66,49.56922023
474,78,49.5839675
474,90,49.59996276
474,102,49.61733641
474,114,49.63623571
474,126,49.65682536
474,138,49.67929024
474,150,49.70383806
474,162,49.73070184
474,174,49.76014243
474,186,49.79245257
474,198,49.82795835
474,210,49.86702304
474,222,49.91004835
474,234,49.95747765
474,246,50.00979336
474,258,50.06751553
474,270,50.13119745
474,282,50.20141334
474,294,50.27874125
474,306,50.36373785
474,318,50.45689991
474,330,50.55861174
474,342,50.66907769
474,354,50.78823238
474,366,50.91563606
474,378,51.05035369
474,390,51.19082893
474,402,51.33477177
474,414,51.47907956
474,426,51.61982878
474,438,51.7523675
474,450,51.87153586
474,462,51.97202561
474,474,52.04885223
474,486,52.09788471
474,498,52.11633852
474,510,52.10313559
474,522,52.05904871
474,534,51.98659828
474,546,51.88972267
474,558,51.77330126
474,570,51.64262337
474,582,51.5029023
474,594,51.35889369
474,606,51.21465214
474,618,51.07341859
474,630,50.93761481
474,642,50.80891191
474,654,50.68834003
474,666,50.57641268
474,678,50.47324999
474,690,50.37868577
474,702,50.29236036
474,714,50.21379198
474,726,50.1424306
474,738,50.07770001
474,750,50.01902376
474,762,49.96584397
474,774,49.91763488
474,786,49.87390735
474,798,49.83421169
474,810,49.79813888
474,822,49.76531988
474,834,49.73542211
474,846,49.70814795
474,858,49.68323088
474,870,49.66043393
474,882,49.63954523
474,894,49.62037614
486,6,48.71179223
486,18,48.72196582
486,30,48.73292563
486,42,48.74474812
486,54,48.75751763
486,66,48.77132948
486,78,48.78628972
486,90,48.80251667
486,102,48.82014338
486,114,48.83931907
486,126,48.86021211
486,138,48.88301023
486,150,48.90792555
486,162,48.93519508
486,174,48.96508654
486,186,48.99789906
486,198,49.03396715
486,210,49.07366443
486,222,49.11740589
486,234,49.16564931
486,246,49.21889581
486,258,49.2776903
486,270,49.3426124
486,282,49.41427109
486,294,49.49328529
486,306,49.58025924
486,318,49.67574599
486,330,49.78019277
486,342,49.89387078
486,354,50.01678467
486,366,50.14855682
486,378,50.28829866
486,390,50.43446949
486,402,50.5847439
486,414,50.7359155
486,426,50.88386705
486,438,51.02365499
486,450,51.14973474
486,462,51.25634572
486,474,51.33803524
486,486,51.39025484
486,498,51.40992509
486,510,51.39585068
486,522,51.34888924
486,534,51.27182855
486,546,51.16900945
486,558,51.04577563
486,570,50.90787596
486,582,50.76092174
486,594,50.6099769
486,606,50.45930555
486,618,50.31226643
486,630,50.17132645
486,642,50.03814848
486,654,49.91371989
486,666,49.79849407
486,678,49.6925216
486,690,49.59556882
486,702,49.50721229
486,714,49.42691265
486,726,49.35407109
486,738,49.2880689
486,750,49.22829437
486,762,49.17416212
486,774,49.1251208
486,786,49.08066201
486,798,49.04032071
486,810,49.00367467
486,822,48.9703438
486,834,48.93998739
486,846,48.91230003
486,858,48.88700967
486,870,48.86387406
486,882,48.84267725
486,894,48.82322746
498,6,47.9129906
498,18,47.92330088
498,30,47.93440927
498,42,47.9463927
498,54,47.95933745
498,66,47.97334006
498,78,47.98850793
498,90,48.00496184
498,102,48.02283748
498,114,48.04228711
498,126,48.06348144
498,138,48.08661323
498,150,48.11189882
498,162,48.13958298
498,174,48.16993917
498,186,48.20327679
498,198,48.23994191
498,210,48.28032332
498,222,48.32485347
498,234,48.37401409
498,246,48.42833625
498,258,48.4884003
498,270,48.55483307
498,282,48.62830051
498,294,48.70949149
498,306,48.79909735
498,318,48.89777239
498,330,49.00608336
498,342,49.12443611
498,354,49.25297626
498,366,49.39146611
498,378,49.53913532
498,390,49.69451104
498,402,49.85525086
498,414,50.01800169
498,426,50.17833138
498,438,50.33078369
498,450,50.46910747
498,462,50.58668929
498,474,50.6771725
498,486,50.7351905
498,498,50.75708111
498,510,50.74141616
498,522,50.68922014
498,534,50.60381288
498,546,50.49032341
498,558,50.35499591
498,570,50.20444788
498,582,50.04502683
498,594,49.88234268
498,606,49.72100589
498,618,49.56454772
498,630,49.41547036
498,642,49.27538032
498,654,49.14515283
498,666,49.02510383
498,678,48.91514169
498,690,48.81489653
498,702,48.72382312
498,714,48.64127721
498,726,48.56657065
498,738,48.49901266
498,750,48.43793178
498,762,48.38269422
498,774,48.33271172
498,786,48.28744443
498,798,48.24640298
498,810,48.20914666
498,822,48.17527954
498,834,48.14444881
498,846,48.11633929
498,858,48.09067172
498,870,48.06719663
498,882,48.04569342
498,894,48.0259654
510,6,47.11411066
510,18,47.12455297
510,30,47.13580444
510,42,47.14794334
510,54,47.16105739
510,66,47.17524446
510,78,47.19061401
510,90,47.20728927
510,102,47.2254081
510,114,47.24512559
510,126,47.26661664
510,138,47.29007877
510,150,47.31573383
510,162,47.34383329
510,174,47.37466012
510,186,47.40853461
510,198,47.4458175
510,210,47.48691474
510,222,47.53228301
510,234,47.58243256
510,246,47.63793198
510,258,47.69940927
510,270,47.76755203
510,282,47.84310124
510,294,47.92684184
510,306,48.01958044
510,318,48.12211333
510,330,48.23517328
510,342,48.35935638
510,354,48.49501541
510,366,48.64212267
510,378,48.80009347
510,390,48.96758069
510,402,49.14225324
510,414,49.32059182
510,426,49.49775834
510,438,49.66760161
510,450,49.82288284
510,462,49.955768
510,474,50.05858747
510,486,50.1247735
510,498,50.14979829
510,510,50.13188752
510,522,50.07231477
510,534,49.97518871
510,546,49.84679959
510,558,49.69470077
510,570,49.52675796
510,582,49.35035144
510,594,49.17183566
510,606,48.99627312
510,618,48.82739679
510,630,48.66772241
510,642,48.51874624
510,654,48.38116447
510,666,48.25508478
510,678,48.14020734
510,690,48.0359682
510,702,47.94165156
510,714,47.85646751
510,726,47.77960846
510,738,47.71028421
510,750,47.64774513
510,762,47.59129471
510,774,47.54029465
510,786,47.49416643
510,798,47.45239049
510,810,47.41450135
510,822,47.38008502
510,834,47.34877348
510,846,47.32024013
510,858,47.29419592
510,870,47.27038444
510,882,47.24857924
510,894,47.22857889
522,6,46.31514849
522,18,46.32571718
522,30,46.33710599
522,42,46.34939422
522,54,46.362671
522,66,46.37703556
522,78,46.39259998
522,90,46.40948836
522,102,46.42784222
522,114,46.44781955
522,126,46.46959933
522,138,46.49338383
522,150,46.51940107
522,162,46.54791
522,174,46.57920374
522,186,46.61361443
522,198,46.65151845
522,210,46.69334242
522,222,46.73956842
522,234,46.7907407
522,246,46.8474701
522,258,46.91044005
522,270,46.98040774
522,282,47.05820375
522,294,47.14472421
522,306,47.24091554
522,318,47.34774335
522,330,47.46614475
522,342,47.59695008
522,354,47.74077426
522,366,47.89785992
522,378,48.06787459
522,390,48.24965745
522,402,48.44093185
522,414,48.6380207
522,426,48.8356262
522,438,49.02676667
522,450,49.20298221
522,462,49.35489366
522,474,49.47313857
522,486,49.54957906
522,498,49.57854742
522,510,49.55781054
522,522,49.48897163
522,534,49.37718089
522,546,49.23024766
522,558,49.05741843
522,570,48.86814404
522,582,48.67108711
522,594,48.47349832
522,606,48.28095791
522,618,48.09740061
522,630,47.9253175
522,642,47.76603484
522,654,47.62000457
522,666,47.48706426
522,678,47.36664899
522,690,47.2579555
522,702,47.16005847
522,714,47.07199287
522,726,46.9928067
522,738,46.92159383
522,750,46.85751213
522,762,46.79979226
522,774,46.74773796
522,786,46.70072714
522,798,46.65820458
522,810,46.61967831
522,822,46.58471285
522,834,46.55292371
522,846,46.52397211
522,858,46.49755836
522,870,46.47341832
522,882,46.45131935
522,894,46.43105438
534,6,45.51610019
534,18,45.52678932
534,30,45.53830918
534,42,45.55074019
534,54,45.5641719
534,66,45.57870629
534,78,45.5944562
534,90,45.61154864
534,102,45.63012711
534,114,45.65035327
534,126,45.67241028
534,138,45.69650433
534,150,45.72287016
534,162,45.75177479
534,174,45.78352057
534,186,45.81845252
534,198,45.85696342
534,210,45.89950063
534,222,45.94657334
534,234,45.99876049
534,246,46.0567188
534,258,46.12118933
534,270,46.19300429
534,282,46.27308983
534,294,46.36246363
534,306,46.46222353
534,318,46.57352275
534,330,46.69752455
534,342,46.83532604
534,354,46.98784208
534,366,47.15563456
534,378,47.33867884
534,390,47.53605975
534,402,47.74561008
534,414,47.96352763
534,426,48.18404441
534,438,48.39927048
534,450,48.59935806
534,462,48.77312623
534,474,48.90919881
534,486,48.99754257
534,498,49.03109908
534,510,49.00707335
534,522,48.92747304
534,534,48.79871933
534,546,48.63045944
534,558,48.43395996
534,570,48.22052662
534,582,48.00028666
534,594,47.78147856
534,606,47.57022015
534,618,47.37062102
534,630,47.18509467
534,642,47.01473853
534,654,46.85970296
534,666,46.71950539
534,678,46.59327666
534,690,46.47994047
534,702,46.37833834
534,714,46.28731171
534,726,46.20575118
534,738,46.13262463
534,750,46.06699027
534,762,46.00800053
534,774,45.95489934
534,786,45.90701636
534,798,45.86376042
534,810,45.82461105
534,822,45.7891113
534,834,45.75685973
534,846,45.72750367
534,858,45.70073398
534,870,45.67627859
534,882,45.65389697
534,894,45.63337909
546,6,44.71696234
546,18,44.7277658
546,30,44.73940939
546,42,44.75197517
546,54,44.7655539
546,66,44.78024859
546,78,44.79617373
546,90,44.81345908
546,102,44.83224999
546,114,44.85271131
546,126,44.87502948
546,138,44.89941576
546,150,44.9261109
546,162,44.95538849
546,174,44.98756117
546,186,45.02298527
546,198,45.06206984
546,210,45.10528223
546,222,45.15315803
546,234,45.20631048
546,246,45.26543967
546,258,45.33134495
546,270,45.4049326
546,282,45.48722378
546,294,45.57935741
546,306,45.68258574
546,318,45.79825253
546,330,45.92775416
546,342,46.07246582
546,354,46.23362123
546,366,46.4121284
546,378,46.60830861
546,390,46.82153945
546,402,47.04981701
546,414,47.28926391
546,426,47.53367527
546,438,47.7742423
546,450,47.99965615
546,462,48.19678677
546,474,48.35203269
546,486,48.45323473
546,498,48.49175972
546,510,48.46417194
546,522,48.37294033
546,534,48.2259273
546,546,48.03484601
546,558,47.813201
546,570,47.5743133
546,582,47.32985931
546,594,47.08908587
546,606,46.85861964
546,618,46.64269747
546,630,46.44360079
546,642,46.26214981
546,654,46.09815343
546,666,45.95078063
546,678,45.8188374
546,690,45.70096246
546,702,45.59575635
546,714,45.50186332
546,726,45.41801423
546,738,45.34304982
546,750,45.2759303
546,762,45.21572998
546,774,45.16163254
546,786,45.11292211
546,798,45.06897169
546,810,45.02923338
546,822,44.99322894
546,834,44.96054059
546,846,44.93080322
546,858,44.90369762
546,870,44.87894421
546,882,44.85629659
546,894,44.83553953
558,6,43.91773086
558,18,43.92864166
558,30,43.94040174
558,42,43.95309385
558,54,43.96681036
558,66,43.98165512
558,78,43.99774443
558,90,44.01520962
558,102,44.03419836
558,114,44.05487792
558,126,44.07743828
558,138,44.10209476
558,150,44.12909314
558,162,44.15871382
558,174,44.19127711
558,186,44.22715118
558,198,44.26675834
558,210,44.31058404
558,222,44.35918795
558,234,44.41321349
558,246,44.47340178
558,258,44.54060404
558,270,44.61579416
558,282,44.70008132
558,294,44.79471718
558,306,44.90109645
558,318,45.02074284
558,330,45.15527452
558,342,45.30633373
558,354,45.47546461
558,366,45.66392003
558,378,45.87237358
558,390,46.1005186
558,402,46.3465519
558,414,46.60657742
558,426,46.87401819
558,438,47.13921211
558,450,47.38943497
558,462,47.60961368
558,474,47.78388696
558,486,47.89790403
558,498,47.9413924
558,510,47.91024568
558,522,47.80741554
558,534,47.64226715
558,546,47.42864723
558,558,47.18233975
558,570,46.91868072
558,582,46.65085742
558,594,46.38905936
558,606,46.14035787
558,618,45.90905748
558,630,45.69726719
558,642,45.50550453
558,654,45.33322854
558,666,45.17925967
558,678,45.04208647
558,690,44.92007338
558,702,44.81159194
558,714,44.71509933
558,726,44.62917826
558,738,44.55255275
558,750,44.48409043
558,762,44.42279535
558,774,44.36779682
558,786,44.31833667
558,798,44.27375552
558,810,44.23348085
558,822,44.19701555
558,834,44.16392737
558,846,44.13383971
558,858,44.10642473
558,870,44.08139592
558,882,44.05850185
558,894,44.03752269
570,6,43.11840251
570,18,43.12941302
570,30,43.1412816
570,42,43.15409133
570,54,43.16793532
570,66,43.18291897
570,78,43.19915981
570,90,43.21679033
570,102,43.23596032
570,114,43.25683914
570,126,43.27961943
570,138,43.30451963
570,150,43.3317901
570,162,43.36171614
570,174,43.39462508
570,186,43.43089385
570,198,43.47095609
570,210,43.51531212
570,222,43.5645407
570,234,43.61931067
570,246,43.68039589
570,258,43.74869084
570,270,43.82522609
570,282,43.9111836
570,294,44.00790985
570,306,44.11692013
570,318,44.23989063
570,330,44.37863072
570,342,44.53501301
570,354,44.7108548
570,366,44.90771683
570,378,45.12659481
570,390,45.36748007
570,402,45.62877883
570,414,45.90661894
570,426,46.19414046
570,438,46.48096437
570,450,46.7531289
570,462,46.9938208
570,474,47.18511743
570,486,47.31064325
570,498,47.35859789
570,510,47.32424823
570,522,47.21099697
570,534,47.02961135
570,546,46.7959124
570,558,46.52776861
570,570,46.24232713
570,582,45.95410167
570,594,45.67408159
570,606,45.40968461
570,618,45.16523401
570,630,44.94265265
570,642,44.74216957
570,654,44.56292187
570,666,44.4034187
570,678,44.26186866
570,690,44.13639821
570,702,44.0251818
570,714,43.92651804
570,726,43.83886372
570,738,43.7608445
570,750,43.69125168
570,762,43.62903036
570,774,43.57326473
570,786,43.5231616
570,798,43.47803601
570,810,43.43729483
570,822,43.40042557
570,834,43.36698429
570,846,43.33658502
570,858,43.30889297
570,870,43.28361591
570,882,43.26049821
570,894,43.23931649
582,6,42.31897328
582,18,42.33007627
582,30,42.34204457
582,42,42.35496224
582,54,42.36892361
582,66,42.38403413
582,78,42.40041264
582,90,42.41819276
582,102,42.43752548
582,114,42.45858227
582,126,42.48155745
582,138,42.50667143
582,150,42.53417812
582,162,42.56436597
582,174,42.59756774
582,186,42.63416595
582,198,42.67460201
582,210,42.71938745
582,222,42.76911349
582,234,42.82446713
582,246,42.8862456
582,258,42.9553739
582,270,43.03292327
582,282,43.12012778
582,294,43.21840207
582,306,43.32934944
582,318,43.45475849
582,330,43.59657812
582,342,43.75685387
582,354,43.93760869
582,366,44.14063695
582,378,44.36718485
582,390,44.61748089
582,402,44.89010869
582,414,45.18123897
582,426,45.48382468
582,438,45.78696717
582,450,46.07577676
582,462,46.33210776
582,474,46.53643703
582,486,46.67080077
582,498,46.72219102
582,510,46.68537691
582,522,46.56412024
582,534,46.3702964
582,546,46.1212777
582,558,45.83655424
582,570,45.53466373
582,582,45.23111863
582,594,44.93749189
582,606,44.66143717
582,618,44.40726574
582,630,44.17673985
582,642,43.96985751
582,654,43.78550479
582,666,43.6219533
582,678,43.47720096
582,690,43.3491958
582,702,43.23596713
582,714,43.13569713
582,726,43.046751
582,738,42.96768273
582,750,42.89722964
582,762,42.83429411
582,774,42.77792814
582,786,42.72731471
582,798,42.68174934
582,810,42.6406259
582,822,42.60342052
582,834,42.56968053
582,846,42.53901479
582,858,42.51108241
582,870,42.48558815
582,882,42.46227264
582,894,42.44091034
594,6,41.51944062
594,18,41.53062773
594,30,41.54268718
594,42,41.55570274
594,54,41.56976973
594,66,41.58499445
594,78,41.60149601
594,90,41.61940911
594,102,41.63888545
594,114,41.66009715
594,126,41.68323954
594,138,41.70853527
594,150,41.73623869
594,162,41.7666408
594,174,41.80007648
594,186,41.83693115
594,198,41.87765026
594,210,41.92275005
594,222,41.97282881
594,234,42.02858239
594,246,42.09081952
594,258,42.160481
594,270,42.2386583
594,282,42.32661332
594,294,42.4257963
594,306,42.53785719
594,318,42.66464504
594,330,42.80818417
594,342,42.97061518
594,354,43.1540744
594,366,43.36048733
594,378,43.59124125
594,390,43.84670258
594,402,44.12556103
594,414,44.42402132
594,426,44.73494405
594,438,45.04715114
594,450,45.34524041
594,462,45.61031977
594,474,45.82196024
594,486,45.96129203
594,498,46.01461532
594,510,45.97641471
594,522,45.85065669
594,534,45.64985225
594,546,45.39225944
594,558,45.09828732
594,570,44.78725423
594,582,44.4752254
594,594,44.17409009
594,606,43.89162135
594,618,43.63211298
594,630,43.39723031
594,642,43.18683624
594,654,42.99967543
594,666,42.8338854
594,678,42.68734818
594,690,42.55791306
594,702,42.4435313
594,714,42.34232201
594,726,42.2526017
594,738,42.17288738
594,750,42.10188667
594,762,42.03848134
594,774,41.9817067
594,786,41.93073315
594,798,41.88484761
594,810,41.84343627
594,822,41.8059703
594,834,41.77199295
594,846,41.7411099
594,858,41.71297791
594,870,41.68729954
594,882,41.66381449
594,894,41.64229518
606,6,40.71980113
606,18,40.73106443
606,30,40.74320523
606,42,40.75630877
606,54,40.77046998
606,66,40.78579572
606,78,40.80240488
606,90,40.82043356
606,102,40.84003287
606,114,40.86137565
606,126,40.88465722
606,138,40.91010017
606,150,40.93795893
606,162,40.96852472
606,174,41.00213167
606,186,41.0391655
606,198,41.08007063
606,210,41.12536256
606,222,41.1756391
606,234,41.23159491
606,246,41.29403845
606,258,41.36390797
606,270,41.44229582
606,282,41.53046232
606,294,41.62985823
606,306,41.74213394
606,318,41.86914055
606,330,42.01290592
606,342,42.17557587
606,354,42.35929428
606,366,42.56599636
606,378,42.79708118
606,390,43.05292741
606,402,43.33223608
606,414,43.63121878
606,426,43.94273403
606,438,44.25558758
606,450,44.55434267
606,462,44.82005392
606,474,45.03222495
606,486,45.17191903
606,498,45.22538394
606,510,45.18708176
606,522,45.06099518
606,534,44.85968378
606,546,44.60147103
606,558,44.30683459
606,570,43.99514887
606,582,43.68251703
606,594,43.38084711
606,606,43.09791639
606,618,42.83801304
606,630,42.60279126
606,642,42.3921019
606,654,42.20467766
606,666,42.03864598
606,678,41.89188072
606,690,41.76222592
606,702,41.64762886
606,714,41.54620647
606,726,41.45627427
606,738,41.37634932
606,750,41.30514015
606,762,41.24152806
606,774,41.18455029
606,786,41.13337843
606,798,41.08729956
606,810,41.04570116
606,822,41.00805479
606,834,40.97390495
606,846,40.94285679
606,858,40.91456819
606,870,40.88874115
606,882,40.86511559
606,894,40.84346403
618,6,39.92005221
618,18,39.93138287
618,30,39.94359594
618,42,39.95677649
618,54,39.9710202
618,66,39.98643311
618,78,40.00313518
618,90,40.02126103
618,102,40.04096288
618,114,40.06241205
618,126,40.08580385
618,138,40.11135933
618,150,40.1393315
618,162,40.17000948
618,174,40.20372476
618,186,40.24085845
618,198,40.28185111
618,210,40.32721117
618,222,40.37752803
618,234,40.43348556
618,246,40.49587811
618,258,40.5656271
618,270,40.64380058
618,282,40.73163117
618,294,40.83053279
618,306,40.94211046
618,318,41.0681582
618,330,41.21063375
618,342,41.3715984
618,354,41.55309558
618,366,41.75694802
618,378,41.98443466
618,390,42.23582019
618,402,42.50972019
618,414,42.80232482
618,426,43.10658124
618,438,43.41154477
618,450,43.70222818
618,462,43.96033663
618,474,44.16615876
618,486,44.30154083
618,498,44.35332802
618,510,44.31622918
618,522,44.19404941
618,534,43.99879917
618,546,43.74803686
618,558,43.46144374
618,570,43.1577154
618,582,42.85247003
618,594,42.55733477
618,606,42.27997502
618,618,42.02468583
618,630,41.7931984
618,642,41.58547531
618,654,41.40036861
618,666,41.23612099
618,678,41.09070841
618,690,40.96206249
618,702,40.84820265
618,714,40.74730494
618,726,40.65773257
618,738,40.57803981
618,750,40.50696516
618,762,40.44341426
618,774,40.38644256
618,786,40.33523581
618,798,40.28909296
618,810,40.24740985
618,822,40.20966514
618,834,40.17540818
618,846,40.14424827
618,858,40.11584613
618,870,40.0899064
618,882,40.06617019
618,894,40.04441145
630,6,39.12019131
630,18,39.13158088
630,30,39.14385658
630,42,39.15710362
630,54,39.1714174
630,66,39.18690395
630,78,39.20368322
630,90,39.22188899
630,102,39.24167225
630,114,39.26320391
630,126,39.2866771
630,138,39.31231115
630,150,39.34035553
630,162,39.37109531
630,174,39.40485666
630,186,39.44201403
630,198,39.4829984
630,210,39.52830606
630,222,39.57851105
630,234,39.63427703
630,246,39.69637163
630,258,39.76568357
630,270,39.84323687
630,282,39.93020892
630,294,40.02794385
630,306,40.13795797
630,318,40.26193388
630,330,40.40169276
630,342,40.55912961
630,354,40.73609331
630,366,40.93418569
630,378,41.15445275
630,390,41.39694044
630,402,41.66010475
630,414,41.9401035
630,426,42.23006871
630,438,42.5195543
630,450,42.79445593
630,462,43.03774076
630,474,43.23121312
630,486,43.35822238
630,498,43.40675471
630,510,43.37199052
630,522,43.2573949
630,534,43.07393071
630,546,42.8376885
630,558,42.5668145
630,570,42.27868674
630,582,41.9879747
630,594,41.70574652
630,606,41.43943657
630,618,41.19334266
630,630,40.96934056
630,642,40.76760432
630,654,40.58721985
630,666,40.42665328
630,678,40.28408016
630,690,40.15760342
630,702,40.04538335
630,714,39.94571185
630,726,39.85704398
630,738,39.7780069
630,750,39.70739656
630,762,39.64416422
630,774,39.58739985
630,786,39.53631677
630,798,39.49023488
630,810,39.44856657
630,822,39.41080276
630,834,39.37650296
630,846,39.34528338
630,858,39.31681058
630,870,39.290793
630,882,39.26697575
630,894,39.24513454
642,6,38.3202166
642,18,38.33165614
642,30,38.3439849
642,42,38.35728762
642,54,38.37165954
642,66,38.3872064
642,78,38.40404733
642,90,38.42231536
642,102,38.44216005
642,114,38.46375073
642,126,38.48727777
642,138,38.5129572
642,150,38.54103454
642,162,38.57178866
642,174,38.6055385
642,186,38.64264819
642,198,38.68353534
642,210,38.72868008
642,222,38.77863354
642,234,38.83403156
642,246,38.89560445
642,258,38.96419316
642,270,39.04076131
642,282,39.12640844
642,294,39.2223796
642,306,39.33006599
642,318,39.45099555
642,330,39.58679864
642,342,39.73914001
642,354,39.90960084
642,366,40.09948328
642,378,40.30952247
642,390,40.53947862
642,402,40.78761178
642,414,41.05006499
642,426,41.32025708
642,438,41.58845199
642,450,41.84176395
642,462,42.06487075
642,474,42.24160131
642,486,42.35729271
642,498,42.40143318
642,510,42.36981863
642,522,42.26547109
642,534,42.09797536
642,546,41.88148321
642,558,41.63209404
642,570,41.36540572
642,582,41.09478203
642,594,40.83050055
642,606,40.57964643
642,618,40.34649057
642,630,40.13308205
642,642,39.93987038
642,654,39.76625186
642,666,39.61099588
642,678,39.47255145
642,690,39.34925829
642,702,39.23947411
642,714,39.14165089
642,726,39.05437356
642,738,38.97637245
642,750,38.90652426
642,762,38.84384362
642,774,38.78746994
642,786,38.73665566
642,798,38.69074986
642,810,38.64918828
642,822,38.61147944
642,834,38.57719644
642,846,38.54596623
642,858,38.51746313
642,870,38.49140204
642,882,38.46753192
642,894,38.44563235
654,6,37.52012597
654,18,37.53160665
654,30,37.54397851
654,42,37.55732624
654,54,37.57174452
654,66,37.58733834
654,78,37.6042263
654,90,37.62253947
654,102,37.64242657
654,114,37.66405376
654,126,37.6876089
654,138,37.71330365
654,150,37.7413778
654,162,37.77210347
654,174,37.80578947
654,186,37.84278761
654,198,37.88350007
654,210,37.92838481
654,222,37.97796644
654,234,38.03284491
654,246,38.09370547
654,258,38.16133054
654,270,38.23660909
654,282,38.32054533
654,294,38.41426362
654,306,38.51900448
654,318,38.63610909
654,330,38.76697959
654,342,38.91300993
654,354,39.07546835
654,366,39.25531379
654,378,39.45293289
654,390,39.66777931
654,402,39.89792106
654,414,40.13953378
654,426,40.38642102
654,438,40.62971361
654,450,40.85795641
654,462,41.05778458
654,474,41.21530382
654,486,41.31805897
654,498,41.35718984
654,510,41.32916739
654,522,41.23652763
654,534,41.08734186
654,546,40.89361233
654,558,40.66914214
654,570,40.42749866
654,582,40.18052104
654,594,39.93752898
654,606,39.70515116
654,618,39.48757659
654,630,39.28701708
654,642,39.10421591
654,654,38.93891459
654,666,38.79022866
654,678,38.65692668
654,690,38.53762587
654,702,38.43091989
654,714,38.33545362
654,726,38.24996834
654,738,38.17331982
654,750,38.1044839
654,762,38.04255308
654,774,37.98672764
654,786,37.93630703
654,798,37.8906778
654,810,37.84930354
654,822,37.81171555
654,834,37.77750325
654,846,37.74630679
654,858,37.7178105
654,870,37.6917367
654,882,37.66784032
654,894,37.64590539
666,6,36.71991727
666,18,36.73143069
666,30,36.74383606
666,42,36.75721818
666,54,36.77167116
666,66,36.78729924
666,78,36.80421959
666,90,36.82256222
666,102,36.84247348
666,114,36.86411677
666,126,36.88767627
666,138,36.91335901
666,150,36.9413983
666,162,36.97205774
666,174,37.00563555
666,186,37.042469
666,198,37.08294153
666,210,37.12748734
666,222,37.17660016
666,234,37.23083933
666,246,37.29083925
666,258,37.35731573
666,270,37.4310738
666,282,37.51301154
666,294,37.60411922
666,306,37.70547122
666,318,37.81820409
666,330,37.94347363
666,342,38.08238448
666,354,38.23587664
666,366,38.4045571
666,378,38.58846606
666,390,38.78676791
666,402,38.99737962
666,414,39.2165713
666,426,39.43861341
666,438,39.65559618
666,450,39.85757671
666,462,40.0332036
666,474,40.17087526
666,486,40.2603253
666,498,40.29431658
666,510,40.26997876
666,522,40.18937389
666,534,40.05908767
666,546,39.88899594
666,558,39.69059541
666,570,39.4753739
666,582,39.25356682
666,594,39.03344414
666,606,38.82109316
666,618,38.62055559
666,630,38.43416089
666,642,38.26292576
666,654,38.10693232
666,666,37.96564998
666,678,37.83818078
666,690,37.72343837
666,702,37.62026978
666,714,37.52753128
666,726,37.44413646
666,738,37.36907991
666,750,37.30144837
666,762,37.24042092
666,774,37.18526785
666,786,37.13534138
666,798,37.09007046
666,810,37.04895073
666,822,37.01153853
666,834,36.97744282
666,846,36.94631863
666,858,36.91786189
666,870,36.89180329
666,882,36.86790501
666,894,36.84595569
